objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225688","1260028","FCC: Antenna Structure Registration (GIS)","9/17/2007","37.6396","-79.7935","","Salt Petre Cave Road","Eagle Rock","VA","","51","023","333.62741","60.7","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
"1224741","1200971","FCC: Antenna Structure Registration (GIS)","8/5/1999","37.3735","-79.9273","","Tinker Top Road, Daleville VA Botetourt County","Daleville","VA","","51","023","665.100585","45.7","","5","","","Western Virginia Emergency Medical Services Council, Inc.","","","","","","","","","","","","","","","","",""
"1223862","1017103","FCC: Antenna Structure Registration (GIS)","8/24/2004","37.5656","-79.6892","","2.3 MI N","BUCHANAN","VA","","51","023","902.297607","28.9","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1225319","1239996","FCC: Antenna Structure Registration (GIS)","8/21/2003","37.3739","-79.9264","","Tinker Mountain","Daleville","VA","","51","023","663.300964","53.3","","6","","","Virginia PCS Alliance, L.C. d/b/a NTELOS","","","","","","","","","","","","","","","","",""
"1226064","1280073","FCC: Antenna Structure Registration (GIS)","8/15/2011","37.3862","-79.8976","","Intersection of Hwy 11 &amp; 220A","Botetourt","VA","","51","023","408.066741","48.8","","","","","Beacon Towers","","","","","","","","","","","","","","","","",""
"1225982","1275022","FCC: Antenna Structure Registration (GIS)","7/12/2010","37.4252","-79.8748","","Troutville","Troutville","VA","","51","023","438.22174","76.2","","","","","Beacon Towers","","","","","","","","","","","","","","","","",""
"1225756","1262249","FCC: Antenna Structure Registration (GIS)","5/8/2012","37.4098","-79.9093","","467 Layman Lane","Daleville","VA","","51","023","420.701507","30.5","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1225397","1244155","FCC: Antenna Structure Registration (GIS)","5/8/2012","37.3634","-79.9337","","67 Strawberry Hill Road","Roanoke","VA","","51","023","414.701721","33.8","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1224105","1019053","FCC: Antenna Structure Registration (GIS)","5/21/1997","37.3731","-79.9275","","TINKER MOUNTAIN RT 1 BOX 273","DALEVILLE","VA","","51","023","675.688964","36.5","","6","","","HARTMAN JR, LEE C","","","","","","","","","","","","","","","","",""
"1224669","1062248","FCC: Antenna Structure Registration (GIS)","3/20/1999","37.4836","-79.8833","","791 GROVE HILL RD","FINCASTLE","VA","","51","023","395.519836","55","","3","","","BOTETOURT, COUNTY OF","","","","","","","","","","","","","","","","",""
"1224668","1062247","FCC: Antenna Structure Registration (GIS)","3/20/1999","37.72","-79.8192","","1808 PRINCESS BLUFF RD","EAGLE ROCK","VA","","51","023","490.066131","59","","3","","","BOTETOURT, COUNTY OF","","","","","","","","","","","","","","","","",""
"1224900","1209996","FCC: Antenna Structure Registration (GIS)","2/28/2000","37.3732","-79.9267","","Tinker Mtn, 1.1 km Northwest of Cloverdale, Botetourt County, VA","Cloverdale","VA","","51","023","677.138061","6.1","","5","","","Positive Alternative Radio Inc.","","","","","","","","","","","","","","","","",""
"1223568","1007209","FCC: Antenna Structure Registration (GIS)","2/25/2004","37.3737","-79.9258","","RT 1 BOX 273","TROUTVILLE","VA","","51","023","671.636047","44.2","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1224667","1062246","FCC: Antenna Structure Registration (GIS)","12/8/2009","37.6322","-79.8308","","410 CRAWFORD MOUNTAIN LANE","EAGLE ROCK","VA","","51","023","678.436401","59","","3","","","BOTETOURT, COUNTY OF","","","","","","","","","","","","","","","","",""
"1223861","1017102","FCC: Antenna Structure Registration (GIS)","11/8/2001","37.3729","-79.9275","","END OF TINKER MOUNTAIN 3.2 MI SSW","DALEVILLE","VA","","51","023","677.276611","32.6","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1225336","1240762","FCC: Antenna Structure Registration (GIS)","10/17/2003","37.3731","-79.9275","","Southernmost point on plateau atop Tinker Mountain","Cloverdale","VA","","51","023","675.688964","30.2","","5","","","Capstar Radio Operating Company","","","","","","","","","","","","","","","","",""
"1243193","0","FCC: Land Mobile - Private (GIS)","","37.4628","-79.759999","","SR-645 RR Crossing @ RR MP H220.45","Troutville","VA","","51","023","317.759368","3","BANT","5","","","Norfolk Southern Railway Company","","","","","","","","","","","","","","","","",""
