objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1226072","1280640","FCC: Antenna Structure Registration (GIS)","9/26/2011","37.5262","-78.8283","","VA-09523 Bushey Hills Farm","Gladstone","VA","","51","011","221.835128","59.4","","5","","","Skyway Towers, LLC","","","","","","","","","","","","","","","","",""
"1223898","1017467","FCC: Antenna Structure Registration (GIS)","7/12/2011","37.3864","-78.8439","","2800' ESE FROM THE I/S OF U.S. 26 &amp; U.S. 659","LYNCHBURG","VA","","51","011","287.905303","76.2","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
"1223723","1016444","FCC: Antenna Structure Registration (GIS)","3/21/2003","37.3875","-78.8444","","2.1 MI NNW","APPOMATTOX","VA","","51","011","289.439086","76.2","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1225663","1257523","FCC: Antenna Structure Registration (GIS)","3/12/2007","37.3413","-78.8246","","0.23 mi E of SR 727 / 1.08 mi S of US 131","Appomattox","VA","","51","011","260.446228","57.9","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1223634","1014001","FCC: Antenna Structure Registration (GIS)","2/5/2008","37.3722","-78.8347","","ST RD 1032","APPOMATTOX","VA","","51","011","255.217285","91","","5","","","Positive Alternative Radio, Inc.","","","","","","","","","","","","","","","","",""
"1224999","1220651","FCC: Antenna Structure Registration (GIS)","2/1/2011","37.3601","-78.8834","","(Tower LN218); Phelps Branch, P.O. Box 818","Appomattox","VA","","51","011","255.771209","59.4","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1226023","1276949","FCC: Antenna Structure Registration (GIS)","12/7/2010","37.3881","-78.8392","","3 kilometers north of Appomattox, VA","Appomattox","VA","","51","011","272.674468","117","","5","","","Stu-Comm, Inc.","","","","","","","","","","","","","","","","",""
"1224996","1220642","FCC: Antenna Structure Registration (GIS)","12/23/2011","37.3462","-78.933","","199 Ruritan Road","Spout Springs","VA","","51","011","253.701873","57.9","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1224157","1022955","FCC: Antenna Structure Registration (GIS)","11/8/2001","37.345","-78.9683","","IN THE CITY OF CONCORD","CONCORD","VA","","51","011","249.522842","54.9","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1224461","1044323","FCC: Antenna Structure Registration (GIS)","11/28/2006","37.3435","-78.873299","","3 MI WSW","APPOMATTOX","VA","","51","011","240.059677","103","","5","","","Cellco Partnership","","","","","","","","","","","","","","","","",""
"1226017","1276838","FCC: Antenna Structure Registration (GIS)","11/24/2010","37.3729","-78.85","","Confederate Blvd","Appomatox","VA","","51","011","248.417388","57.9","","7","","","Mid-Atlantic Broadband Cooperative","","","","","","","","","","","","","","","","",""
"1225709","1260597","FCC: Antenna Structure Registration (GIS)","10/26/2007","37.3613","-78.867799","","Police Tower Rd.","Appomattox","VA","","51","011","252.423721","121.9","","6","","","Virginia, Commonwealth of  Department of State Police","","","","","","","","","","","","","","","","",""
"1226085","1282100","FCC: Antenna Structure Registration (GIS)","1/4/2012","37.3318","-78.7911","","Mountain Cut Road, Appomattox","Appomattox","VA","","51","011","256.245117","136.5","","5","","","EDUCATIONAL MEDIA CORPORATION","","","","","","","","","","","","","","","","",""
"1224967","1217489","FCC: Antenna Structure Registration (GIS)","1/18/2002","37.2931","-78.7442","","Route 620","Pamplin","VA","","51","011","222.465362","76.2","","5","","","SBA Towers, Inc.","","","","","","","","","","","","","","","","",""
"1242954","1016444","FCC: Land Mobile - Private (GIS)","","37.3875","-78.8444","","2.1 MI NNW","APPOMATTOX","VA","","51","011","289.439086","80.8","TOWER","","","","APPOMATTOX VOLUNTEER RESCUE SQUAD","","","","","","","","","","","","","","","","",""
"1242617","1016444","FCC: Land Mobile - Private (GIS)","","37.3875","-78.8444","","2.1 MI NNW","APPOMATTOX","VA","","51","011","289.439086","80.8","TOWER","7","","","APPOMATTOX VOLUNTEER FIRE DEPARTMENT","","","","","","","","","","","","","","","","",""
"1242530","1017859","FCC: Land Mobile - Private (GIS)","","37.362","-78.8681","","US 460 1.5 MI W","APPOMATTOX","VA","","51","011","248.721298","127","TOWER","3","","","APPOMATTOX COUNTY SHERIFFS OFFICE","","","","","","","","","","","","","","","","",""
"1241906","0","FCC: Land Mobile - Private (GIS)","","37.357","-78.8247","","124 COURT STREET","APPOMATTOX","VA","","51","011","258.840637","9","B","3","","","APPOMATTOX COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
