objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1223956","1017620","FCC: Antenna Structure Registration (GIS)","4/14/2011","38.3953","-78.2966","","OFF ROUTE 652","MADISON","VA","","51","113","325.641937","54.8","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
"1224909","1210718","FCC: Antenna Structure Registration (GIS)","1/30/2007","38.3053","-78.3208","","ROUTE 29","RAPIDAN","VA","","51","113","186.777999","58.5","","5","","","Pinnacle Towers Acquisition LLC","","","","","","","","","","","","","","","","",""
"1242916","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4158","","ATOP FORK MOUNTAIN NEAR","BANCO","VA","","51","113","1172.306518","60.4","TOWER","6","","","VIRGINIA, COMMONWEALTH OF, DEPARTMENT OF STATE POLICE","","","","","","","","","","","","","","","","",""
"1242580","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4158","","FORK MTN","BANCO","VA","","51","113","1172.306518","60.4","TOWER","2","","","VIRGINIA DEPARTMENT OF FORESTRY","","","","","","","","","","","","","","","","",""
"1242551","0","FCC: Land Mobile - Private (GIS)","","38.4278","-78.3375","","End of St. Rt. 651","Criglersville","VA","","51","113","652.957336","31","TOWER","5","","","Rosson &amp; Troilo Motor Co., Inc","","","","","","","","","","","","","","","","",""
"1242151","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4156","","","Banco","VA","","51","113","1172.091552","0","","6","","","Virginia, Commonwealth of, Department of State Police","","","","","","","","","","","","","","","","",""
"1241962","0","FCC: Land Mobile - Private (GIS)","","38.3767","-78.251399","","","MADISON","VA","","51","113","171.474639","0","","5","","","MADISON WOOD PRESERVERS INC","","","","","","","","","","","","","","","","",""
"1241867","0","FCC: Land Mobile - Private (GIS)","","38.4156","-78.236699","","NR INT SR 640 &amp; 639","MADISON","VA","","51","113","127.556823","15.2","BANT","5","","","Duck Farm Inc","","","","","","","","","","","","","","","","",""
"1241528","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4161","","RT 648 FORK MOUNTAIN","SYRIA","VA","","51","113","1136.649169","30.4","TOWER","","","","COMMUNICATION SPECIALISTS","","","","","","","","","","","","","","","","",""
"1241525","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4158","","Fort Mountain","Graves Mill","VA","","51","113","1136.074584","24.4","TOWER","3","","","MADISON COUNTY PUBLIC SCHOOLS","","","","","","","","","","","","","","","","",""
"1241498","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4161","","","Madison","VA","","51","113","1136.649169","0","","6","","","Brooks, Danny","","","","","","","","","","","","","","","","",""
"1241497","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4161","","6 mi. w of Rt. 649","Madison","VA","","51","113","1136.649169","33.5","TOWER","6","","","Brooks, Danny","","","","","","","","","","","","","","","","",""
"1241088","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4156","","","","VA","","51","113","1172.091552","0","","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1240480","0","FCC: Land Mobile - Private (GIS)","","38.2953","-78.1175","","125 BRAMPTON RD","WOODBERRY FOREST","VA","","51","113","139.325256","30.5","TANK","3","","","MADISON, COUNTY OF","","","","","","","","","","","","","","","","",""
"1240447","0","FCC: Land Mobile - Private (GIS)","","38.2953","-78.1175","","125 BRAMPTON ROAD","WOODBERRY FOREST","VA","","51","113","139.325256","30.5","TANK","3","","","MADISON COUNTY RESCUE SQUAD INC","","","","","","","","","","","","","","","","",""
"1240409","0","FCC: Land Mobile - Private (GIS)","","38.2953","-78.1175","","125 BRAMPTON ROAD","WOODBERRY FOREST","VA","","51","113","139.325256","30.5","TANK","3","","","MADISON COUNTY VOLUNTEER FIRE COMPANY INC","","","","","","","","","","","","","","","","",""
"1240341","0","FCC: Land Mobile - Private (GIS)","","38.4281","-78.3375","","","Criglersville","VA","","51","113","645.221435","0","","5","","","Blakey Mountain Ridge Runners Inc","","","","","","","","","","","","","","","","",""
"1240340","0","FCC: Land Mobile - Private (GIS)","","38.4281","-78.3375","","","Criglersville","VA","","51","113","645.221435","0","","5","","","Blakey Mountain Ridge Runners Inc","","","","","","","","","","","","","","","","",""
"1240122","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","BLAKEY'S RIDGE FIRE LOOKOUT TOWER","CRIGLERSVILLE","VA","","51","113","656.45166","34","TOWER","3","","","MADISON, COUNTY OF","","","","","","","","","","","","","","","","",""
"1239959","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","BLAKEYS RIDGE FIRE LOOKOUT TOWER","CRIGLERSVILLE","VA","","51","113","656.45166","34","TOWER","3","","","MADISON COUNTY RESCUE SQUAD INC","","","","","","","","","","","","","","","","",""
"1239808","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4156","","","BANCO","VA","","51","113","1172.091552","0","","2","","","Virginia Department of Forestry","","","","","","","","","","","","","","","","",""
"1239702","0","FCC: Land Mobile - Private (GIS)","","38.3847","-78.2597","","","","VA","","51","113","175.257812","0","","5","","","Yum Restaurant Service Group, Inc.","","","","","","","","","","","","","","","","",""
"1239356","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","BLAKEYS RIDGE FIRE LOOKOUT TOWER","CRIGLERSVILLE","VA","","51","113","656.45166","34","TOWER","3","","","MADISON COUNTY VOLUNTEER FIRE COMPANY INC","","","","","","","","","","","","","","","","",""
"1239166","0","FCC: Land Mobile - Private (GIS)","","38.2903","-78.1222","","10 WOODBERRY STATION","WOODBERRY FOREST","VA","","51","113","140.25473","14","BANT","7","","","WOODBERRY FOREST SCHOOL","","","","","","","","","","","","","","","","",""
"1238000","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4158","","FORK MOUNTAIN OFF HOOVER RD","CRIGGLERSVILLE","VA","","51","113","1136.074584","0","","5","","","FELHC, Inc.","","","","","","","","","","","","","","","","",""
"1237744","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","","","VA","","51","113","656.45166","0","","7","","","RAPPAHANNOCK ELECTRIC COOPERATIVE","","","","","","","","","","","","","","","","",""
"1237743","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","BLAKEY RIDGE","CRIGLERSVILLE","VA","","51","113","656.45166","0","","7","","","RAPPAHANNOCK ELECTRIC COOPERATIVE","","","","","","","","","","","","","","","","",""
"1237649","0","FCC: Land Mobile - Private (GIS)","","38.3814","-78.255","","INT US 29 AND VA 634","MADISON","VA","","51","113","178.789169","21","","5","","","FELHC, Inc.","","","","","","","","","","","","","","","","",""
"1237614","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4156","","FORK MOUNTAIN 6.9 W","CRIGLERSVILLE","VA","","51","113","1172.091552","18","","5","","","COLUMBIA GAS OF VIRGINIA INC.","","","","","","","","","","","","","","","","",""
"1237314","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4156","","CR 649 TO FORK MT RD 6.9 MI W","CRIGLERSVILLE","VA","","51","113","1172.091552","0","","5","","","COLUMBIA GAS TRANSMISSION CORPORATION","","","","","","","","","","","","","","","","",""
"1237120","0","FCC: Land Mobile - Private (GIS)","","38.4789","-78.4158","","FORK MOUNTAIN 6.9 MI W","FORK MOUNTAIN","VA","","51","113","1172.306518","27","TOWER","5","","","COLUMBIA GAS OF VIRGINIA INC.","","","","","","","","","","","","","","","","",""
"1236568","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","","","VA","","51","113","656.45166","0","","6","","","FULLER, HENRY P","","","","","","","","","","","","","","","","",""
"1236567","0","FCC: Land Mobile - Private (GIS)","","38.4275","-78.3375","","BLAKEY RIDGE F T","CRIGLERSVILLE","VA","","51","113","656.45166","52","TOWER","6","","","FULLER, HENRY P","","","","","","","","","","","","","","","","",""
"1236456","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4158","","FORK MOUNTAIN","GRAVES MILL","VA","","51","113","1136.074584","18","TOWER","5","","","COMMTRONICS OF VA INC","","","","","","","","","","","","","","","","",""
"1236283","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4158","","FORK MOUNTAIN ELECTRONIC SITE","GRAVES MILL","VA","","51","113","1136.074584","0","","5","","","MIKES GLASS &amp; MIRROR CO INC","","","","","","","","","","","","","","","","",""
"1236167","0","FCC: Land Mobile - Private (GIS)","","38.3803","-78.2575","","","","VA","","51","113","184.264587","0","","5","","","HEW INC","","","","","","","","","","","","","","","","",""
"1236110","0","FCC: Land Mobile - Private (GIS)","","38.4278","-78.3358","","BLAKEY RIDGE 9 KM N W","MADISON","VA","","51","113","593.350646","24","TOWER","","","","SHERMAN JR, JOHN M: SHOWALTER, MIKE D DBA EASTERN COMMUNICATIONS","","","","","","","","","","","","","","","","",""
"1235920","0","FCC: Land Mobile - Private (GIS)","","38.2903","-78.1222","","","WOODBERRY FOREST","VA","","51","113","140.25473","0","","7","","","WOODBERRY FOREST SCHOOL","","","","","","","","","","","","","","","","",""
"1235828","0","FCC: Land Mobile - Private (GIS)","","38.6125","-78.3442","","RFD 5 BOX 123 4.2 MI S LURAY US 340 S","LURAY","VA","","51","113","815.480895","5","","6","","","HITE JR, DANIEL K","","","","","","","","","","","","","","","","",""
"1235732","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4158","","FORK MOUNTAIN","SYRIA","VA","","51","113","1136.074584","12","","5","","","PERMA TREAT EXTERMINATING CO INC","","","","","","","","","","","","","","","","",""
"1235721","0","FCC: Land Mobile - Private (GIS)","","38.4781","-78.4158","","FORK MOUNTAIN","GRAVES MILL","VA","","51","113","1136.074584","18","","6","","","EARLY, RICHARD C","","","","","","","","","","","","","","","","",""
