objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1223854","1017003","FCC: Antenna Structure Registration (GIS)","5/7/1997","37.8742","-76.7267","",".25 KM S OF ST RT 615","WELLFORD","VA","","51","159","3.569563","118","","5","","","RAPPAHANNOCK COMMUNICATIONS INC  DBA =  WRAR FM","","","","","","","","","","","","","","","","",""
"1225382","1243404","FCC: Antenna Structure Registration (GIS)","5/14/2004","37.9589","-76.7556","","85 St. Johns St.","Warsaw","VA","","51","159","40.672901","91.4","","5","","","Northern Neck Electric Cooperative, Inc.","","","","","","","","","","","","","","","","",""
"1223734","1016474","FCC: Antenna Structure Registration (GIS)","5/10/2012","37.9534","-76.6237","","NORTH HIGHWAY 360 &amp; RT. 607","HAYNESVILLE","VA","","51","159","44.556488","91.7","","5","","","SBC TOWER HOLDINGS LLC","","","","","","","","","","","","","","","","",""
"1223853","1017002","FCC: Antenna Structure Registration (GIS)","4/28/1997","37.9522","-76.8156","","S OF RT 360 2.7 MI NE","TAPPAHANNOCK","VA","","51","159","3.031663","104","","5","","","RAPPAHANNOCK COMMUNICATIONS INC  DBA =  WRAR AM","","","","","","","","","","","","","","","","",""
"1224233","1024816","FCC: Antenna Structure Registration (GIS)","4/1/2009","37.8875","-76.633299","","365 RTE 3","FARNHAM","VA","","51","159","30.883525","85.3","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1225457","1247713","FCC: Antenna Structure Registration (GIS)","3/28/2005","37.9807","-76.7381","","State Rt.3  Richmond County","Warsaw","VA","","51","159","42.522205","91.4","","6","","","Virginia, Commonwealth of    Department of State Police","","","","","","","","","","","","","","","","",""
"1223806","1016852","FCC: Antenna Structure Registration (GIS)","2/20/1998","37.9442","-76.7511","","1.15 MI S","WARSAW","VA","","51","159","43.516197","86.6","","","","","NORTHERN NECK &amp; TIDEWATER COMMUNICATIONS  DBA =  WNNT","","","","","","","","","","","","","","","","",""
"1223627","1012164","FCC: Antenna Structure Registration (GIS)","11/9/2009","37.9554","-76.639999","","1257 Totuskey Church Road  (VA02586-A)","Warsaw","VA","","51","159","42.137027","121.9","","5","","","SBA Properties, Inc.","","","","","","","","","","","","","","","","",""
"1225678","1259399","FCC: Antenna Structure Registration (GIS)","11/25/2008","37.9336","-76.7036","","Off SR 620","Warsaw","VA","","51","159","36.635887","60.7","","5","","","National Communication Towers, LLC","","","","","","","","","","","","","","","","",""
"1225660","1257464","FCC: Antenna Structure Registration (GIS)","11/25/2008","37.9607","-76.7861","","4274 Richmond Road","Warsaw","VA","","51","159","36.581981","59.4","","5","","","National Communication Towers, LLC","","","","","","","","","","","","","","","","",""
"1223922","1017530","FCC: Antenna Structure Registration (GIS)","10/10/2008","37.9832","-76.7311","","STATE HIGHWAY #3","WARSAW","VA","","51","159","39.762035","91.4","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1241703","1247713","FCC: Land Mobile - Private (GIS)","","37.9806","-76.737999","","ST RT 3","WARSAW","VA","","51","159","42.511966","97.5","TOWER","2","","","VIRGINIA DEPARTMENT OF FORESTRY","","","","","","","","","","","","","","","","",""
"1241624","1243404","FCC: Land Mobile - Private (GIS)","","37.9589","-76.755499","","85 ST JOHNS STREET","WARSAW","VA","","51","159","40.302574","97.5","TOWER","","","","Bay Aging","","","","","","","","","","","","","","","","",""
"1241495","0","FCC: Land Mobile - Private (GIS)","","37.9575","-76.7569","","","WARSAW","VA","","51","159","38.17377","0","","3","","","RICHMOND, COUNTY OF","","","","","","","","","","","","","","","","",""
"1241106","0","FCC: Land Mobile - Private (GIS)","","37.9811","-76.7369","","","","VA","","51","159","42.567317","0","","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1240545","1012164","FCC: Land Mobile - Private (GIS)","","37.9542","-76.6403","","1257 Totuskey Church Road","Warsaw","VA","","51","159","42.452564","121.9","TOWER","5","","","Virginia Electric and Power Company","","","","","","","","","","","","","","","","",""
"1239061","0","FCC: Land Mobile - Private (GIS)","","37.9614","-76.674399","","HAYNESVILLE CORRECTIONAL CENTER POB 39","HAYNESVILLE","VA","","51","159","35.116493","50","POLE","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1239060","0","FCC: Land Mobile - Private (GIS)","","37.9547","-76.6719","","HAYNESVILLE CORRECTIONAL CENTER POB 39","HAYNESVILLE","VA","","51","159","23.529687","50","TANK","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1239059","0","FCC: Land Mobile - Private (GIS)","","37.955","-76.6728","","HAYNESVILLE CORRECTIONAL CENTER, POB 39","HAYNESVILLE","VA","","51","159","26.492704","50","B","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1238264","0","FCC: Land Mobile - Private (GIS)","","37.9464","-76.6661","",".5 MI SOUTH OF US 360 ON RT 619","HAYNESVILLE","VA","","51","159","36.523941","0","","6","","","FRANKLIN, KEITH","","","","","","","","","","","","","","","","",""
"1237945","0","FCC: Land Mobile - Private (GIS)","","37.8642","-76.5628","",".1 MI N OF INT RT 601 &amp; RT 602","ROBLEY","VA","","51","159","37.799831","43","","5","","","NORTHERN NECK ELECTRIC COOPERATIVE INC","","","","","","","","","","","","","","","","",""
"1237943","1237646","FCC: Land Mobile - Private (GIS)","","37.9589","-76.755499","","85 St. Johns St.","WARSAW","VA","","51","159","40.302574","82.3","TOWER","5","","","NORTHERN NECK ELECTRIC COOPERATIVE INC","","","","","","","","","","","","","","","","",""
"1237661","0","FCC: Land Mobile - Private (GIS)","","37.9542","-76.639999","","3 KM NE US 360 INT RT 661 &amp; 618","HAYNESVILLE","VA","","51","159","42.53115","122","TOWER","5","","","VIRGINIA ELECTRIC AND POWER COMPANY","","","","","","","","","","","","","","","","",""
"1237619","1243404","FCC: Land Mobile - Private (GIS)","","37.9589","-76.755499","","85 St. Johns St.","WARSAW","VA","","51","159","40.302574","97.5","TOWER","5","","","NORTHERN NECK ELECTRIC COOPERATIVE INC","","","","","","","","","","","","","","","","",""
"1237458","0","FCC: Land Mobile - Private (GIS)","","37.9214","-76.745","","RT 3 TOTUSKY BRIDGE","WARSAW","VA","","51","159","25.032346","0","","5","","","NORTHERN NECK OIL CO INC","","","","","","","","","","","","","","","","",""
"1237438","0","FCC: Land Mobile - Private (GIS)","","37.9647","-76.7544","","17 MAIN ST","WARSAW","VA","","51","159","38.599216","0","","5","","","AmeriGas Propane, L.P.","","","","","","","","","","","","","","","","",""
"1236374","0","FCC: Land Mobile - Private (GIS)","","37.9664","-76.7978","","3622 RICHMOND ROAD","WARSAW","VA","","51","159","10.502161","7.3","POLE","5","","","MIDDLESEX BOTTLED GAS INC","","","","","","","","","","","","","","","","",""
"1236302","0","FCC: Land Mobile - Private (GIS)","","37.9633","-76.7575","","RT 3 .5 MI N","WARSAW","VA","","51","159","39.580001","0","","5","","","WOOD PRESERVERS INC","","","","","","","","","","","","","","","","",""
"1235757","1012164","FCC: Land Mobile - Private (GIS)","","37.9553","-76.639999","","1257 Totuskey Church Road  (VA02586-A)","WARSAW","VA","","51","159","42.391716","128.6","TOWER","5","","","COMMUNICATIONS SPECIALISTS INC","","","","","","","","","","","","","","","","",""
"1235397","0","FCC: Land Mobile - Private (GIS)","","38.0853","-76.886899","","1 MI NW OF INT OF RT 624 &amp; 693","SOUTH OF MONTROSS","VA","","51","159","51.779998","9","","5","","","HISTORYLAND NURSERY INC","","","","","","","","","","","","","","","","",""
"1235102","0","FCC: Land Mobile - Private (GIS)","","37.9811","-76.7369","","SR 3 1.6 KM N","WARSAW","VA","","51","159","42.567317","96","TOWER","6","","","VIRGINIA, DEPARTMENT OF STATE POLICE","","","","","","","","","","","","","","","","",""
"1234754","0","FCC: Land Mobile - Private (GIS)","","37.9564","-76.7594","","RT 360","WARSAW","VA","","51","159","37.875434","10","B","6","","","VIRGINIA, COMMONWEATLH OF","","","","","","","","","","","","","","","","",""
"1234534","0","FCC: Land Mobile - Private (GIS)","","37.9569","-76.6731","","HAYNESVILLE CC RT 360 8KM E OF WARSAW","HAYNESVILLE","VA","","51","159","27.412961","30","TOWER","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1234271","0","FCC: Land Mobile - Private (GIS)","","37.9569","-76.6731","","HAYNESVILLE CU RT 360 8KM E WARSAW","HAYNESVILLE","VA","","51","159","27.412961","30","TOWER","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1234111","1017862","FCC: Land Mobile - Private (GIS)","","37.9811","-76.7369","","ST RT 3 2KM N","WARSAW","VA","","51","159","42.567317","96","TOWER","6","","","Virginia, Commonwealth of  Department of State Police","","","","","","","","","","","","","","","","",""
"1233780","0","FCC: Land Mobile - Private (GIS)","","37.9569","-76.7731","","","","VA","","51","159","37.696544","0","","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1233777","0","FCC: Land Mobile - Private (GIS)","","37.9569","-76.6731","","","","VA","","51","159","27.412961","0","","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1233758","0","FCC: Land Mobile - Private (GIS)","","37.9639","-76.7919","","3908 W RICHMOND RD","WARSAW","VA","","51","159","22.539518","0","","7","","","NORTHERN NECK REGIONAL JAIL","","","","","","","","","","","","","","","","",""
"1233584","0","FCC: Land Mobile - Private (GIS)","","37.9575","-76.7569","","106 WALLACE ST","WARSAW","VA","","51","159","38.17377","0","","3","","","RICHMOND, COUNTY OF","","","","","","","","","","","","","","","","",""
"1233583","0","FCC: Land Mobile - Private (GIS)","","37.9317","-76.8328","","WATER TOWER 414 QUEEN ST","TAPPAHANNECK","VA","","51","159","0.078585","0","","3","","","TAPPAHANNOCK, TOWN OF","","","","","","","","","","","","","","","","",""
